academicYearId,sendingCollege,receivingUniversity,major,requirement_title,for_course,deanza_equiv
75,De Anza College,UC San Diego,Literature: World Literature and Culture B.A.,Requirements,LTSP 2B,SPAN 5
75,De Anza College,UC San Diego,CSE: Computer Science B.S.,LOWER DIVISION MAJOR REQUIREMENTS,CSE 8A,CIS 36A and CIS 40 and CIS 22A
75,De Anza College,UC San Diego,CSE: Computer Science B.S.,LOWER DIVISION MAJOR REQUIREMENTS,CSE 8B,CIS 36B
75,De Anza College,UC San Diego,CSE: Computer Science B.S.,LOWER DIVISION MAJOR REQUIREMENTS,CSE 11,(CIS 36B and CIS 36A) and CIS 35A
75,De Anza College,UC San Diego,CSE: Computer Science B.S.,LOWER DIVISION MAJOR REQUIREMENTS,CSE 30,(CIS 21JB and CIS 26BH and CIS 21JA) and (CIS 26B and CIS 21JA and CIS 21JB)
75,De Anza College,UC San Diego,CSE: Computer Science B.S.,LOWER DIVISION MAJOR REQUIREMENTS,CSE 12,CIS 22CH and CIS 22C
75,De Anza College,UC San Diego,CSE: Computer Science B.S.,LOWER DIVISION MAJOR REQUIREMENTS,CSE 20,MATH 22 and MATH 22H
75,De Anza College,UC San Diego,CSE: Computer Science B.S.,LOWER DIVISION MAJOR REQUIREMENTS,MATH 20B,MATH 1BH and MATH 1B
75,De Anza College,UC San Diego,CSE: Computer Science B.S.,LOWER DIVISION MAJOR REQUIREMENTS,MATH 18,MATH 2BH and MATH 2B
75,De Anza College,UC San Diego,CSE: Computer Science B.S.,LOWER DIVISION MAJOR REQUIREMENTS,MATH 20C,(MATH 1C and MATH 1D) and (MATH 1CH and MATH 1DH)
75,De Anza College,UC San Diego,CSE: Computer Science B.S.,LOWER DIVISION MAJOR REQUIREMENTS,MATH 20A,MATH 1A and MATH 1AH
75,De Anza College,UC San Diego,CSE: Computer Science B.S.,LOWER DIVISION MAJOR REQUIREMENTS,BILD 2,(BIOL 6C and BIOL 6B and BIOL 6A) and (BIOL 6CH and BIOL 6AH and BIOL 6B)
75,De Anza College,UC San Diego,CSE: Computer Science B.S.,LOWER DIVISION MAJOR REQUIREMENTS,CHEM 6A,CHEM 1AH and CHEM 1A
75,De Anza College,UC San Diego,CSE: Computer Science B.S.,LOWER DIVISION MAJOR REQUIREMENTS,CHEM 6B,CHEM 1BH and CHEM 1B
75,De Anza College,UC San Diego,CSE: Computer Science B.S.,LOWER DIVISION MAJOR REQUIREMENTS,PHYS 2A,PHYS 4A
75,De Anza College,UC San Diego,CSE: Computer Science B.S.,LOWER DIVISION MAJOR REQUIREMENTS,PHYS 2B,PHYS 4B
75,De Anza College,UC San Diego,CSE: Computer Science B.S.,LOWER DIVISION MAJOR REQUIREMENTS,BILD 3,(BIOL 6CH and BIOL 6AH and BIOL 6B) and (BIOL 6C and BIOL 6A and BIOL 6B)
75,De Anza College,UC San Diego,CSE: Computer Science B.S.,LOWER DIVISION MAJOR REQUIREMENTS,BILD 1,(BIOL 6AH and BIOL 6CH and BIOL 6B) and (BIOL 6A and BIOL 6B and BIOL 6C)
75,De Anza College,UC San Diego,MAE: Aerospace Engineering B.S.,LOWER DIVISION MAJOR REQUIREMENTS,CHEM 6A,CHEM 1AH and CHEM 1A
75,De Anza College,UC San Diego,MAE: Aerospace Engineering B.S.,LOWER DIVISION MAJOR REQUIREMENTS,PHYS 2CL,PHYS 4B
75,De Anza College,UC San Diego,MAE: Aerospace Engineering B.S.,LOWER DIVISION MAJOR REQUIREMENTS,PHYS 2A,PHYS 4A
75,De Anza College,UC San Diego,MAE: Aerospace Engineering B.S.,LOWER DIVISION MAJOR REQUIREMENTS,PHYS 2B,PHYS 4B
75,De Anza College,UC San Diego,MAE: Aerospace Engineering B.S.,LOWER DIVISION MAJOR REQUIREMENTS,PHYS 2C,PHYS 4C
75,De Anza College,UC San Diego,MAE: Aerospace Engineering B.S.,LOWER DIVISION MAJOR REQUIREMENTS,MATH 20C,(MATH 1C and MATH 1D) and (MATH 1CH and MATH 1DH)
75,De Anza College,UC San Diego,MAE: Aerospace Engineering B.S.,LOWER DIVISION MAJOR REQUIREMENTS,MATH 20B,MATH 1BH and MATH 1B
75,De Anza College,UC San Diego,MAE: Aerospace Engineering B.S.,LOWER DIVISION MAJOR REQUIREMENTS,MATH 20D,MATH 2AH and MATH 2A
75,De Anza College,UC San Diego,MAE: Aerospace Engineering B.S.,LOWER DIVISION MAJOR REQUIREMENTS,MATH 20E,(MATH 1C and MATH 1D)
75,De Anza College,UC San Diego,MAE: Aerospace Engineering B.S.,LOWER DIVISION MAJOR REQUIREMENTS,MATH 18,MATH 2BH and MATH 2B
75,De Anza College,UC San Diego,MAE: Aerospace Engineering B.S.,LOWER DIVISION MAJOR REQUIREMENTS,MATH 20A,MATH 1A and MATH 1AH
75,De Anza College,UC San Diego,MAE: Aerospace Engineering B.S.,LOWER DIVISION MAJOR REQUIREMENTS,MAE 8,CIS 22A and CIS 41A and CIS 40 and CIS 35A and CIS 41B
75,De Anza College,UC San Diego,MAE: Mechanical Engineering B.S.,LOWER DIVISION MAJOR REQUIREMENTS,MAE 8,CIS 22A and CIS 41A and CIS 40 and CIS 35A and CIS 41B
75,De Anza College,UC San Diego,MAE: Mechanical Engineering B.S.,LOWER DIVISION MAJOR REQUIREMENTS,PHYS 2A,PHYS 4A
75,De Anza College,UC San Diego,MAE: Mechanical Engineering B.S.,LOWER DIVISION MAJOR REQUIREMENTS,PHYS 2B,PHYS 4B
75,De Anza College,UC San Diego,MAE: Mechanical Engineering B.S.,LOWER DIVISION MAJOR REQUIREMENTS,PHYS 2C,PHYS 4C
75,De Anza College,UC San Diego,MAE: Mechanical Engineering B.S.,LOWER DIVISION MAJOR REQUIREMENTS,MATH 20D,MATH 2AH and MATH 2A
75,De Anza College,UC San Diego,MAE: Mechanical Engineering B.S.,LOWER DIVISION MAJOR REQUIREMENTS,MATH 20E,(MATH 1C and MATH 1D)
75,De Anza College,UC San Diego,MAE: Mechanical Engineering B.S.,LOWER DIVISION MAJOR REQUIREMENTS,MATH 20C,(MATH 1C and MATH 1D) and (MATH 1CH and MATH 1DH)
75,De Anza College,UC San Diego,MAE: Mechanical Engineering B.S.,LOWER DIVISION MAJOR REQUIREMENTS,MATH 18,MATH 2BH and MATH 2B
75,De Anza College,UC San Diego,MAE: Mechanical Engineering B.S.,LOWER DIVISION MAJOR REQUIREMENTS,MATH 20B,MATH 1BH and MATH 1B
75,De Anza College,UC San Diego,MAE: Mechanical Engineering B.S.,LOWER DIVISION MAJOR REQUIREMENTS,MATH 20A,MATH 1A and MATH 1AH
75,De Anza College,UC San Diego,MAE: Mechanical Engineering B.S.,LOWER DIVISION MAJOR REQUIREMENTS,CHEM 6A,CHEM 1AH and CHEM 1A
75,De Anza College,UC San Diego,Psychology B.S.,LOWER DIVISION MAJOR REQUIREMENTS,CHEM 4,CHEM 10 and CHEM 30A
75,De Anza College,UC San Diego,Psychology B.S.,LOWER DIVISION MAJOR REQUIREMENTS,BILD 2,(BIOL 6C and BIOL 6B and BIOL 6A) and (BIOL 6CH and BIOL 6AH and BIOL 6B)
75,De Anza College,UC San Diego,Psychology B.S.,LOWER DIVISION MAJOR REQUIREMENTS,BILD 26,(BIOL 40C and BIOL 40B and BIOL 40A)
75,De Anza College,UC San Diego,Psychology B.S.,LOWER DIVISION MAJOR REQUIREMENTS,BILD 3,(BIOL 6CH and BIOL 6AH and BIOL 6B) and (BIOL 6C and BIOL 6A and BIOL 6B)
75,De Anza College,UC San Diego,Psychology B.S.,LOWER DIVISION MAJOR REQUIREMENTS,BILD 1,(BIOL 6AH and BIOL 6CH and BIOL 6B) and (BIOL 6A and BIOL 6B and BIOL 6C)
75,De Anza College,UC San Diego,Psychology B.S.,LOWER DIVISION MAJOR REQUIREMENTS,BILD 10,BIOL 10 and BIOL 10H
75,De Anza College,UC San Diego,Psychology B.S.,LOWER DIVISION MAJOR REQUIREMENTS,CHEM 6A,CHEM 1AH and CHEM 1A
75,De Anza College,UC San Diego,Psychology B.S.,LOWER DIVISION MAJOR REQUIREMENTS,CHEM 6C,CHEM 1CH and CHEM 1C
75,De Anza College,UC San Diego,Psychology B.S.,LOWER DIVISION MAJOR REQUIREMENTS,CHEM 6B,CHEM 1BH and CHEM 1B
75,De Anza College,UC San Diego,Psychology B.S.,LOWER DIVISION MAJOR REQUIREMENTS,COGS 17,PSYC 24
75,De Anza College,UC San Diego,Psychology B.S.,LOWER DIVISION MAJOR REQUIREMENTS,PSYC 2,PSYC 24
75,De Anza College,UC San Diego,Psychology B.S.,LOWER DIVISION MAJOR REQUIREMENTS,PHYS 1B,PHYS 2B
75,De Anza College,UC San Diego,Psychology B.S.,LOWER DIVISION MAJOR REQUIREMENTS,PHYS 2B,PHYS 4B
75,De Anza College,UC San Diego,Psychology B.S.,LOWER DIVISION MAJOR REQUIREMENTS,PHYS 2A,PHYS 4A
75,De Anza College,UC San Diego,Psychology B.S.,LOWER DIVISION MAJOR REQUIREMENTS,PHYS 1C,PHYS 2C
75,De Anza College,UC San Diego,Psychology B.S.,LOWER DIVISION MAJOR REQUIREMENTS,PHYS 1A,PHYS 2A
75,De Anza College,UC San Diego,Psychology B.S.,LOWER DIVISION MAJOR REQUIREMENTS,PHYS 2C,PHYS 4C
75,De Anza College,UC San Diego,Psychology B.S.,LOWER DIVISION MAJOR REQUIREMENTS,MATH 10A,MATH 12
75,De Anza College,UC San Diego,Psychology B.S.,LOWER DIVISION MAJOR REQUIREMENTS,MATH 20A,MATH 1A and MATH 1AH
75,De Anza College,UC San Diego,Psychology B.S.,LOWER DIVISION MAJOR REQUIREMENTS,MATH 20B,MATH 1BH and MATH 1B
75,De Anza College,UC San Diego,Psychology B.S.,LOWER DIVISION MAJOR REQUIREMENTS,PSYC 70,PSYC 2 and PSYC 3
75,De Anza College,UC San Diego,Psychology B.S.,LOWER DIVISION MAJOR REQUIREMENTS,COGS 14A,PSYC 2
75,De Anza College,UC San Diego,Psychology B.S.,LOWER DIVISION MAJOR REQUIREMENTS,CSE 8A,CIS 36A and CIS 40 and CIS 22A
75,De Anza College,UC San Diego,Psychology B.S.,LOWER DIVISION MAJOR REQUIREMENTS,MAE 8,CIS 22A and CIS 41A and CIS 40 and CIS 35A and CIS 41B
75,De Anza College,UC San Diego,Psychology B.S.,LOWER DIVISION MAJOR REQUIREMENTS,CSE 6R,CIS 41A
75,De Anza College,UC San Diego,Psychology B.S.,LOWER DIVISION MAJOR REQUIREMENTS,CSE 12,CIS 22CH and CIS 22C
75,De Anza College,UC San Diego,Psychology B.S.,LOWER DIVISION MAJOR REQUIREMENTS,CSE 8B,CIS 36B
75,De Anza College,UC San Diego,Psychology B.S.,LOWER DIVISION MAJOR REQUIREMENTS,COGS 18,CIS 40
75,De Anza College,UC San Diego,Psychology B.S.,LOWER DIVISION MAJOR REQUIREMENTS,CSE 11,(CIS 36B and CIS 36A) and CIS 35A
75,De Anza College,UC San Diego,Psychology B.S.,LOWER DIVISION MAJOR REQUIREMENTS,COGS 14B,PSYC 15 and MATH 10
75,De Anza College,UC San Diego,Psychology B.S.,LOWER DIVISION MAJOR REQUIREMENTS,PSYC 60,PSYC 15 and MATH 17 and MATH 10 and MATH 10H
75,De Anza College,UC San Diego,Psychology B.S.,LOWER DIVISION MAJOR REQUIREMENTS,MATH 11,MATH 10 and MATH 10H
75,De Anza College,UC San Diego,Communication:  Media Industries and Communication B.A.,Requirements,LTWR 8A,EWRT 40
75,De Anza College,UC San Diego,Communication:  Media Industries and Communication B.A.,Requirements,LTWR 8B,EWRT 41
75,De Anza College,UC San Diego,Communication:  Media Industries and Communication B.A.,Requirements,LTWR 8C,EWRT 42
75,De Anza College,UC San Diego,Communication:  Media Industries and Communication B.A.,Requirements,TDAC 1,THEA 20A
75,De Anza College,UC San Diego,Communication:  Media Industries and Communication B.A.,Requirements,TDGE 1,THEA 1
75,De Anza College,UC San Diego,Communication:  Media Industries and Communication B.A.,Requirements,COGS 18,CIS 40
75,De Anza College,UC San Diego,Communication:  Media Industries and Communication B.A.,Requirements,CSE 6R,CIS 41A
75,De Anza College,UC San Diego,Communication:  Media Industries and Communication B.A.,Requirements,CSE 8A,CIS 36A and CIS 40 and CIS 22A
75,De Anza College,UC San Diego,Communication:  Media Industries and Communication B.A.,Requirements,COGS 14A,PSYC 2
75,De Anza College,UC San Diego,Communication:  Media Industries and Communication B.A.,Requirements,PSYC 60,PSYC 15 and MATH 17 and MATH 10 and MATH 10H
75,De Anza College,UC San Diego,Communication:  Media Industries and Communication B.A.,Requirements,SOCI 60,SOC 14
75,De Anza College,UC San Diego,Communication:  Media Industries and Communication B.A.,Requirements,ECON 1,ECON 2 and ECON 2H
75,De Anza College,UC San Diego,Psychology B.S. with a Specialization in Developmental Psychology,LOWER DIVISION MAJOR REQUIREMENTS,CHEM 4,CHEM 10 and CHEM 30A
75,De Anza College,UC San Diego,Psychology B.S. with a Specialization in Developmental Psychology,LOWER DIVISION MAJOR REQUIREMENTS,BILD 2,(BIOL 6C and BIOL 6B and BIOL 6A) and (BIOL 6CH and BIOL 6AH and BIOL 6B)
75,De Anza College,UC San Diego,Psychology B.S. with a Specialization in Developmental Psychology,LOWER DIVISION MAJOR REQUIREMENTS,BILD 26,(BIOL 40C and BIOL 40B and BIOL 40A)
75,De Anza College,UC San Diego,Psychology B.S. with a Specialization in Developmental Psychology,LOWER DIVISION MAJOR REQUIREMENTS,BILD 3,(BIOL 6CH and BIOL 6AH and BIOL 6B) and (BIOL 6C and BIOL 6A and BIOL 6B)
75,De Anza College,UC San Diego,Psychology B.S. with a Specialization in Developmental Psychology,LOWER DIVISION MAJOR REQUIREMENTS,BILD 1,(BIOL 6AH and BIOL 6CH and BIOL 6B) and (BIOL 6A and BIOL 6B and BIOL 6C)
75,De Anza College,UC San Diego,Psychology B.S. with a Specialization in Developmental Psychology,LOWER DIVISION MAJOR REQUIREMENTS,BILD 10,BIOL 10 and BIOL 10H
75,De Anza College,UC San Diego,Psychology B.S. with a Specialization in Developmental Psychology,LOWER DIVISION MAJOR REQUIREMENTS,CHEM 6A,CHEM 1AH and CHEM 1A
75,De Anza College,UC San Diego,Psychology B.S. with a Specialization in Developmental Psychology,LOWER DIVISION MAJOR REQUIREMENTS,CHEM 6C,CHEM 1CH and CHEM 1C
75,De Anza College,UC San Diego,Psychology B.S. with a Specialization in Developmental Psychology,LOWER DIVISION MAJOR REQUIREMENTS,CHEM 6B,CHEM 1BH and CHEM 1B
75,De Anza College,UC San Diego,Psychology B.S. with a Specialization in Developmental Psychology,LOWER DIVISION MAJOR REQUIREMENTS,COGS 17,PSYC 24
75,De Anza College,UC San Diego,Psychology B.S. with a Specialization in Developmental Psychology,LOWER DIVISION MAJOR REQUIREMENTS,PSYC 2,PSYC 24
75,De Anza College,UC San Diego,Psychology B.S. with a Specialization in Developmental Psychology,LOWER DIVISION MAJOR REQUIREMENTS,PHYS 1B,PHYS 2B
75,De Anza College,UC San Diego,Psychology B.S. with a Specialization in Developmental Psychology,LOWER DIVISION MAJOR REQUIREMENTS,PHYS 2B,PHYS 4B
75,De Anza College,UC San Diego,Psychology B.S. with a Specialization in Developmental Psychology,LOWER DIVISION MAJOR REQUIREMENTS,PHYS 2A,PHYS 4A
75,De Anza College,UC San Diego,Psychology B.S. with a Specialization in Developmental Psychology,LOWER DIVISION MAJOR REQUIREMENTS,PHYS 1C,PHYS 2C
75,De Anza College,UC San Diego,Psychology B.S. with a Specialization in Developmental Psychology,LOWER DIVISION MAJOR REQUIREMENTS,PHYS 1A,PHYS 2A
75,De Anza College,UC San Diego,Psychology B.S. with a Specialization in Developmental Psychology,LOWER DIVISION MAJOR REQUIREMENTS,PHYS 2C,PHYS 4C
75,De Anza College,UC San Diego,Psychology B.S. with a Specialization in Developmental Psychology,LOWER DIVISION MAJOR REQUIREMENTS,MATH 10A,MATH 12
75,De Anza College,UC San Diego,Psychology B.S. with a Specialization in Developmental Psychology,LOWER DIVISION MAJOR REQUIREMENTS,MATH 20A,MATH 1A and MATH 1AH
75,De Anza College,UC San Diego,Psychology B.S. with a Specialization in Developmental Psychology,LOWER DIVISION MAJOR REQUIREMENTS,MATH 20B,MATH 1BH and MATH 1B
75,De Anza College,UC San Diego,Psychology B.S. with a Specialization in Developmental Psychology,LOWER DIVISION MAJOR REQUIREMENTS,PSYC 70,PSYC 2 and PSYC 3
75,De Anza College,UC San Diego,Psychology B.S. with a Specialization in Developmental Psychology,LOWER DIVISION MAJOR REQUIREMENTS,COGS 14A,PSYC 2
75,De Anza College,UC San Diego,Psychology B.S. with a Specialization in Developmental Psychology,LOWER DIVISION MAJOR REQUIREMENTS,CSE 8A,CIS 36A and CIS 40 and CIS 22A
75,De Anza College,UC San Diego,Psychology B.S. with a Specialization in Developmental Psychology,LOWER DIVISION MAJOR REQUIREMENTS,MAE 8,CIS 22A and CIS 41A and CIS 40 and CIS 35A and CIS 41B
75,De Anza College,UC San Diego,Psychology B.S. with a Specialization in Developmental Psychology,LOWER DIVISION MAJOR REQUIREMENTS,CSE 6R,CIS 41A
75,De Anza College,UC San Diego,Psychology B.S. with a Specialization in Developmental Psychology,LOWER DIVISION MAJOR REQUIREMENTS,CSE 12,CIS 22CH and CIS 22C
75,De Anza College,UC San Diego,Psychology B.S. with a Specialization in Developmental Psychology,LOWER DIVISION MAJOR REQUIREMENTS,CSE 8B,CIS 36B
75,De Anza College,UC San Diego,Psychology B.S. with a Specialization in Developmental Psychology,LOWER DIVISION MAJOR REQUIREMENTS,COGS 18,CIS 40
75,De Anza College,UC San Diego,Psychology B.S. with a Specialization in Developmental Psychology,LOWER DIVISION MAJOR REQUIREMENTS,CSE 11,(CIS 36B and CIS 36A) and CIS 35A
75,De Anza College,UC San Diego,Psychology B.S. with a Specialization in Developmental Psychology,LOWER DIVISION MAJOR REQUIREMENTS,COGS 14B,PSYC 15 and MATH 10
75,De Anza College,UC San Diego,Psychology B.S. with a Specialization in Developmental Psychology,LOWER DIVISION MAJOR REQUIREMENTS,PSYC 60,PSYC 15 and MATH 17 and MATH 10 and MATH 10H
75,De Anza College,UC San Diego,Psychology B.S. with a Specialization in Developmental Psychology,LOWER DIVISION MAJOR REQUIREMENTS,MATH 11,MATH 10 and MATH 10H
75,De Anza College,UC San Diego,International Studies - International Business B.A.,Requirements,MATH 20B,MATH 1BH and MATH 1B
75,De Anza College,UC San Diego,International Studies - International Business B.A.,Requirements,MATH 20A,MATH 1A and MATH 1AH
75,De Anza College,UC San Diego,International Studies - International Business B.A.,Requirements,MATH 20C,(MATH 1C and MATH 1D) and (MATH 1CH and MATH 1DH)
75,De Anza College,UC San Diego,International Studies - International Business B.A.,Requirements,MATH 10A,MATH 12
75,De Anza College,UC San Diego,International Studies - International Business B.A.,Requirements,ECON 4,ACCT 1AH and ACCT 1A
75,De Anza College,UC San Diego,International Studies - International Business B.A.,Requirements,MGT 5,ACCT 1C and ACCT 1CH
75,De Anza College,UC San Diego,International Studies - International Business B.A.,Requirements,JAPN 20A,JAPN 4
75,De Anza College,UC San Diego,International Studies - International Business B.A.,Requirements,LTSP 2A,SPAN 4
75,De Anza College,UC San Diego,International Studies - International Business B.A.,Requirements,LTGM 2A,GERM 4
75,De Anza College,UC San Diego,International Studies - International Business B.A.,Requirements,CHIN 20AN,MAND 4
75,De Anza College,UC San Diego,International Studies - Philosophy B.A.,LOWER DIVISION REQUIREMENTS,PHIL 10,PHIL 7H and PHIL 7
75,De Anza College,UC San Diego,International Studies - Philosophy B.A.,LOWER DIVISION REQUIREMENTS,JAPN 20A,JAPN 4
75,De Anza College,UC San Diego,International Studies - Philosophy B.A.,LOWER DIVISION REQUIREMENTS,LTSP 2A,SPAN 4
75,De Anza College,UC San Diego,International Studies - Philosophy B.A.,LOWER DIVISION REQUIREMENTS,LTGM 2A,GERM 4
75,De Anza College,UC San Diego,International Studies - Philosophy B.A.,LOWER DIVISION REQUIREMENTS,CHIN 20AN,MAND 4
75,De Anza College,UC San Diego,Astronomy and Astrophysics B.S.,Requirements,PHYS 2A,PHYS 4A
75,De Anza College,UC San Diego,Astronomy and Astrophysics B.S.,Requirements,PHYS 2B,PHYS 4B
75,De Anza College,UC San Diego,Astronomy and Astrophysics B.S.,Requirements,PHYS 2C,PHYS 4C
75,De Anza College,UC San Diego,Astronomy and Astrophysics B.S.,Requirements,PHYS 2D,PHYS 4D
75,De Anza College,UC San Diego,Astronomy and Astrophysics B.S.,Requirements,COGS 18,CIS 40
75,De Anza College,UC San Diego,Astronomy and Astrophysics B.S.,Requirements,CSE 6R,CIS 41A
75,De Anza College,UC San Diego,Astronomy and Astrophysics B.S.,Requirements,CSE 8A,CIS 36A and CIS 40 and CIS 22A
75,De Anza College,UC San Diego,Astronomy and Astrophysics B.S.,Requirements,CSE 11,(CIS 36B and CIS 36A) and CIS 35A
75,De Anza College,UC San Diego,Astronomy and Astrophysics B.S.,Requirements,MATH 18,MATH 2BH and MATH 2B
75,De Anza College,UC San Diego,Astronomy and Astrophysics B.S.,Requirements,MATH 20A,MATH 1A and MATH 1AH
75,De Anza College,UC San Diego,Astronomy and Astrophysics B.S.,Requirements,MATH 20B,MATH 1BH and MATH 1B
75,De Anza College,UC San Diego,Astronomy and Astrophysics B.S.,Requirements,MATH 20C,(MATH 1C and MATH 1D) and (MATH 1CH and MATH 1DH)
75,De Anza College,UC San Diego,Astronomy and Astrophysics B.S.,Requirements,MATH 20D,MATH 2AH and MATH 2A
75,De Anza College,UC San Diego,Astronomy and Astrophysics B.S.,Requirements,MATH 20E,(MATH 1C and MATH 1D)
75,De Anza College,UC San Diego,Psychology B.S. with a Specialization in Sensation and Perception,LOWER DIVISION MAJOR REQUIREMENTS,CHEM 4,CHEM 10 and CHEM 30A
75,De Anza College,UC San Diego,Psychology B.S. with a Specialization in Sensation and Perception,LOWER DIVISION MAJOR REQUIREMENTS,BILD 2,(BIOL 6C and BIOL 6B and BIOL 6A) and (BIOL 6CH and BIOL 6AH and BIOL 6B)
75,De Anza College,UC San Diego,Psychology B.S. with a Specialization in Sensation and Perception,LOWER DIVISION MAJOR REQUIREMENTS,BILD 26,(BIOL 40C and BIOL 40B and BIOL 40A)
75,De Anza College,UC San Diego,Psychology B.S. with a Specialization in Sensation and Perception,LOWER DIVISION MAJOR REQUIREMENTS,BILD 3,(BIOL 6CH and BIOL 6AH and BIOL 6B) and (BIOL 6C and BIOL 6A and BIOL 6B)
75,De Anza College,UC San Diego,Psychology B.S. with a Specialization in Sensation and Perception,LOWER DIVISION MAJOR REQUIREMENTS,BILD 1,(BIOL 6AH and BIOL 6CH and BIOL 6B) and (BIOL 6A and BIOL 6B and BIOL 6C)
75,De Anza College,UC San Diego,Psychology B.S. with a Specialization in Sensation and Perception,LOWER DIVISION MAJOR REQUIREMENTS,BILD 10,BIOL 10 and BIOL 10H
75,De Anza College,UC San Diego,Psychology B.S. with a Specialization in Sensation and Perception,LOWER DIVISION MAJOR REQUIREMENTS,CHEM 6A,CHEM 1AH and CHEM 1A
75,De Anza College,UC San Diego,Psychology B.S. with a Specialization in Sensation and Perception,LOWER DIVISION MAJOR REQUIREMENTS,CHEM 6C,CHEM 1CH and CHEM 1C
75,De Anza College,UC San Diego,Psychology B.S. with a Specialization in Sensation and Perception,LOWER DIVISION MAJOR REQUIREMENTS,CHEM 6B,CHEM 1BH and CHEM 1B
75,De Anza College,UC San Diego,Psychology B.S. with a Specialization in Sensation and Perception,LOWER DIVISION MAJOR REQUIREMENTS,COGS 17,PSYC 24
75,De Anza College,UC San Diego,Psychology B.S. with a Specialization in Sensation and Perception,LOWER DIVISION MAJOR REQUIREMENTS,PSYC 2,PSYC 24
75,De Anza College,UC San Diego,Psychology B.S. with a Specialization in Sensation and Perception,LOWER DIVISION MAJOR REQUIREMENTS,PHYS 1B,PHYS 2B
75,De Anza College,UC San Diego,Psychology B.S. with a Specialization in Sensation and Perception,LOWER DIVISION MAJOR REQUIREMENTS,PHYS 2B,PHYS 4B
75,De Anza College,UC San Diego,Psychology B.S. with a Specialization in Sensation and Perception,LOWER DIVISION MAJOR REQUIREMENTS,PHYS 2A,PHYS 4A
75,De Anza College,UC San Diego,Psychology B.S. with a Specialization in Sensation and Perception,LOWER DIVISION MAJOR REQUIREMENTS,PHYS 1C,PHYS 2C
75,De Anza College,UC San Diego,Psychology B.S. with a Specialization in Sensation and Perception,LOWER DIVISION MAJOR REQUIREMENTS,PHYS 1A,PHYS 2A
75,De Anza College,UC San Diego,Psychology B.S. with a Specialization in Sensation and Perception,LOWER DIVISION MAJOR REQUIREMENTS,PHYS 2C,PHYS 4C
75,De Anza College,UC San Diego,Psychology B.S. with a Specialization in Sensation and Perception,LOWER DIVISION MAJOR REQUIREMENTS,MATH 10A,MATH 12
75,De Anza College,UC San Diego,Psychology B.S. with a Specialization in Sensation and Perception,LOWER DIVISION MAJOR REQUIREMENTS,MATH 20A,MATH 1A and MATH 1AH
75,De Anza College,UC San Diego,Psychology B.S. with a Specialization in Sensation and Perception,LOWER DIVISION MAJOR REQUIREMENTS,MATH 20B,MATH 1BH and MATH 1B
75,De Anza College,UC San Diego,Psychology B.S. with a Specialization in Sensation and Perception,LOWER DIVISION MAJOR REQUIREMENTS,PSYC 70,PSYC 2 and PSYC 3
75,De Anza College,UC San Diego,Psychology B.S. with a Specialization in Sensation and Perception,LOWER DIVISION MAJOR REQUIREMENTS,COGS 14A,PSYC 2
75,De Anza College,UC San Diego,Psychology B.S. with a Specialization in Sensation and Perception,LOWER DIVISION MAJOR REQUIREMENTS,CSE 8A,CIS 36A and CIS 40 and CIS 22A
75,De Anza College,UC San Diego,Psychology B.S. with a Specialization in Sensation and Perception,LOWER DIVISION MAJOR REQUIREMENTS,MAE 8,CIS 22A and CIS 41A and CIS 40 and CIS 35A and CIS 41B
75,De Anza College,UC San Diego,Psychology B.S. with a Specialization in Sensation and Perception,LOWER DIVISION MAJOR REQUIREMENTS,CSE 6R,CIS 41A
75,De Anza College,UC San Diego,Psychology B.S. with a Specialization in Sensation and Perception,LOWER DIVISION MAJOR REQUIREMENTS,CSE 12,CIS 22CH and CIS 22C
75,De Anza College,UC San Diego,Psychology B.S. with a Specialization in Sensation and Perception,LOWER DIVISION MAJOR REQUIREMENTS,CSE 8B,CIS 36B
75,De Anza College,UC San Diego,Psychology B.S. with a Specialization in Sensation and Perception,LOWER DIVISION MAJOR REQUIREMENTS,COGS 18,CIS 40
75,De Anza College,UC San Diego,Psychology B.S. with a Specialization in Sensation and Perception,LOWER DIVISION MAJOR REQUIREMENTS,CSE 11,(CIS 36B and CIS 36A) and CIS 35A
75,De Anza College,UC San Diego,Psychology B.S. with a Specialization in Sensation and Perception,LOWER DIVISION MAJOR REQUIREMENTS,COGS 14B,PSYC 15 and MATH 10
75,De Anza College,UC San Diego,Psychology B.S. with a Specialization in Sensation and Perception,LOWER DIVISION MAJOR REQUIREMENTS,PSYC 60,PSYC 15 and MATH 17 and MATH 10 and MATH 10H
75,De Anza College,UC San Diego,Psychology B.S. with a Specialization in Sensation and Perception,LOWER DIVISION MAJOR REQUIREMENTS,MATH 11,MATH 10 and MATH 10H
75,De Anza College,UC San Diego,Music: Interdisciplinary Computing in the Arts Major (ICAM) B.A.,Requirements,MUS 2A,MUSI 3A
75,De Anza College,UC San Diego,Music: Interdisciplinary Computing in the Arts Major (ICAM) B.A.,Requirements,CSE 8B,CIS 36B
75,De Anza College,UC San Diego,Music: Interdisciplinary Computing in the Arts Major (ICAM) B.A.,Requirements,CSE 8A,CIS 36A and CIS 40 and CIS 22A
75,De Anza College,UC San Diego,Music: Interdisciplinary Computing in the Arts Major (ICAM) B.A.,Requirements,CSE 11,(CIS 36B and CIS 36A) and CIS 35A
